Ens_ID	wt_120h_rep1	wt_120h_rep2	ActA_wt_120h_rep1	ActA_wt_120h_rep2	ActA_wt_96h_rep1	ActA_wt_96h_rep2	wt_96h_rep1	wt_96h_rep2
ENSMUSG00000098291	0	0	0	0	0	0	0	0
ENSMUSG00000098292	0	0	0	0	0	0	0	2
ENSMUSG00000098293	5	9	5	10	3	6	3	10
ENSMUSG00000098294	7	4	17	15	23	36	29	51
ENSMUSG00000098295	0	0	0	0	0	0	0	0
ENSMUSG00000098296	0	0	0	1	0	0	0	1
ENSMUSG00000098297	0	0	0	0	0	0	0	0
ENSMUSG00000098298	0	0	0	0	0	0	0	0
ENSMUSG00000098299	0	0	0	0	0	0	0	0
ENSMUSG00000098300	0	0	0	0	0	0	0	0
ENSMUSG00000098303	0	0	0	0	0	0	0	0
ENSMUSG00000098304	1	0	0	0	0	0	0	0
ENSMUSG00000098305	0	0	0	0	0	0	0	0
ENSMUSG00000098306	0	0	0	0	0	0	0	0
ENSMUSG00000098307	0	0	0	0	0	0	0	0
ENSMUSG00000098308	0	0	0	0	0	0	0	0
ENSMUSG00000098309	0	0	0	0	0	0	0	0
ENSMUSG00000098310	0	0	0	0	0	0	0	0
ENSMUSG00000098311	0	0	0	0	0	0	0	0
ENSMUSG00000098312	0	0	0	0	0	0	0	0
ENSMUSG00000098313	0	0	0	0	0	0	0	0
ENSMUSG00000098314	0	0	0	0	0	0	0	0
ENSMUSG00000098315	0	0	0	0	0	0	0	0
ENSMUSG00000098316	0	0	0	0	0	0	0	0
ENSMUSG00000098317	0	0	0	0	0	0	0	0
ENSMUSG00000098318	93	52	70	64	84	129	39	62
ENSMUSG00000098319	0	0	0	0	0	0	0	0
ENSMUSG00000098320	0	1	0	0	0	0	0	0
ENSMUSG00000098322	0	0	0	0	0	0	0	0
ENSMUSG00000098323	0	0	0	1	0	0	0	0
ENSMUSG00000098325	0	1	0	0	1	0	0	0
ENSMUSG00000098327	0	0	0	1	1	0	0	1
ENSMUSG00000098328	2	3	0	1	1	1	1	1
ENSMUSG00000098329	2	0	1	0	0	0	1	1
ENSMUSG00000098330	0	0	0	0	0	0	0	0
ENSMUSG00000098331	0	0	0	0	0	1	0	0
ENSMUSG00000098332	85	82	72	70	166	204	137	164
ENSMUSG00000098333	0	0	0	0	0	0	0	0
ENSMUSG00000098334	0	0	0	0	0	0	0	0
ENSMUSG00000098335	0	0	0	0	0	0	0	0
ENSMUSG00000098336	0	0	0	0	0	0	0	0
ENSMUSG00000098338	0	0	1	1	1	0	1	0
ENSMUSG00000098339	0	0	0	0	0	0	0	0
ENSMUSG00000098340	8	1	1	1	2	0	1	0
ENSMUSG00000098341	0	0	0	0	0	0	0	0
ENSMUSG00000098342	0	0	0	0	0	0	0	0
ENSMUSG00000098343	0	0	0	0	0	0	0	1
ENSMUSG00000098344	0	0	0	0	0	0	0	0
ENSMUSG00000098345	0	0	0	0	0	0	0	0
ENSMUSG00000098346	0	0	0	0	0	0	0	0
ENSMUSG00000098347	0	0	0	0	0	0	0	0
ENSMUSG00000098348	1	0	2	0	0	0	0	0
ENSMUSG00000098349	0	0	0	0	0	0	0	0
ENSMUSG00000098350	0	0	0	0	0	0	0	0
ENSMUSG00000098351	0	0	0	0	0	0	0	0
ENSMUSG00000098353	0	0	0	0	0	0	0	0
ENSMUSG00000098354	0	0	0	0	0	0	0	0
ENSMUSG00000098355	0	0	0	0	0	0	0	0
ENSMUSG00000098356	0	0	0	0	0	0	0	0
ENSMUSG00000098357	0	0	0	0	0	0	0	0
ENSMUSG00000098358	0	0	0	0	0	0	0	0
ENSMUSG00000098359	0	0	0	0	0	0	0	0
ENSMUSG00000098360	0	0	0	0	0	0	0	0
ENSMUSG00000098361	0	0	0	0	0	0	0	0
ENSMUSG00000098362	0	0	0	0	0	0	0	0
ENSMUSG00000098363	1	1	2	4	0	1	1	2
ENSMUSG00000098364	0	0	0	0	0	0	0	0
ENSMUSG00000098365	0	0	0	0	0	0	0	0
ENSMUSG00000098366	0	0	0	0	0	0	0	0
ENSMUSG00000098367	0	0	0	0	0	0	0	0
ENSMUSG00000098368	0	0	0	0	0	0	0	0
ENSMUSG00000098369	0	0	0	0	0	0	0	0
ENSMUSG00000098370	0	0	0	0	0	0	0	0
ENSMUSG00000098373	0	0	0	0	0	0	0	0
ENSMUSG00000098376	1	3	1	1	2	1	0	1
ENSMUSG00000098378	0	0	0	0	0	0	0	0
ENSMUSG00000098379	0	0	0	0	0	0	0	0
ENSMUSG00000098380	0	0	0	0	0	0	0	1
ENSMUSG00000098381	0	0	0	0	0	0	0	0
ENSMUSG00000098382	0	0	0	0	0	0	0	0
ENSMUSG00000098383	0	0	0	0	0	0	0	0
ENSMUSG00000098385	0	0	0	0	0	0	0	0
ENSMUSG00000098386	0	0	0	0	0	0	0	0
ENSMUSG00000098387	0	0	0	0	0	0	0	0
ENSMUSG00000098388	1	0	0	0	0	2	0	1
ENSMUSG00000098389	0	0	0	0	0	0	0	0
ENSMUSG00000098390	0	0	0	0	0	0	0	0
ENSMUSG00000098391	0	0	0	0	0	0	0	0
ENSMUSG00000098392	0	0	0	0	0	0	0	0
ENSMUSG00000098393	0	0	0	0	0	0	0	0
ENSMUSG00000098394	0	0	0	0	0	0	0	0
ENSMUSG00000098395	0	0	0	0	0	0	0	0
ENSMUSG00000098396	0	0	0	0	0	0	0	0
ENSMUSG00000098397	1	1	2	1	0	2	1	0
ENSMUSG00000098399	0	0	0	0	0	0	0	0
ENSMUSG00000098400	0	0	0	0	0	0	0	0
ENSMUSG00000098401	0	0	0	0	0	0	0	0
ENSMUSG00000098402	0	0	0	0	0	0	0	0
ENSMUSG00000098403	0	0	0	0	0	0	0	0
ENSMUSG00000098404	7	9	6	8	14	34	13	27
ENSMUSG00000098405	0	0	0	0	0	0	0	0
ENSMUSG00000098406	0	0	0	0	0	0	0	0
ENSMUSG00000098407	0	0	0	0	0	0	0	0
ENSMUSG00000098408	0	0	0	0	0	0	0	0
ENSMUSG00000098409	0	0	0	0	0	0	0	0
ENSMUSG00000098410	0	0	0	0	0	0	0	0
ENSMUSG00000098412	0	0	0	0	0	0	0	0
ENSMUSG00000098413	3	3	8	6	3	6	4	4
ENSMUSG00000098414	1	0	0	0	1	0	0	0
ENSMUSG00000098415	0	0	0	0	0	0	0	1
ENSMUSG00000098416	0	0	0	0	0	0	0	0
ENSMUSG00000098417	0	0	0	0	0	0	0	0
ENSMUSG00000098418	0	0	0	0	0	0	0	0
ENSMUSG00000098419	0	0	0	0	0	0	0	0
ENSMUSG00000098420	0	0	0	0	0	0	0	0
ENSMUSG00000098421	0	0	0	0	0	5	2	0
ENSMUSG00000098422	0	0	1	0	0	0	0	1
ENSMUSG00000098423	0	0	0	0	0	0	0	0
ENSMUSG00000098424	0	0	0	0	0	0	0	0
ENSMUSG00000098425	0	0	0	0	0	0	0	0
ENSMUSG00000098426	0	0	0	0	0	0	0	0
ENSMUSG00000098428	0	0	0	0	0	0	0	0
ENSMUSG00000098429	0	0	0	0	0	0	0	0
ENSMUSG00000098430	0	0	0	0	0	0	0	0
ENSMUSG00000098431	8	4	7	8	12	9	4	7
ENSMUSG00000098432	0	0	0	0	0	0	0	0
ENSMUSG00000098433	0	0	0	0	0	0	0	0
ENSMUSG00000098434	0	2	3	3	2	3	3	0
ENSMUSG00000098435	0	0	0	0	0	0	0	0
ENSMUSG00000098436	0	0	0	0	0	0	0	0
ENSMUSG00000098437	0	0	0	0	0	0	0	0
ENSMUSG00000098438	0	0	0	0	0	0	0	0
ENSMUSG00000098439	1	0	0	0	1	0	0	0
ENSMUSG00000098441	0	0	0	0	0	0	0	0
ENSMUSG00000098442	1	0	0	0	0	0	0	1
ENSMUSG00000098443	0	0	0	0	0	0	0	0
ENSMUSG00000098444	0	0	0	0	0	0	0	0
ENSMUSG00000098445	0	0	0	0	0	0	0	0
ENSMUSG00000098446	0	0	0	0	0	0	0	0
ENSMUSG00000098447	8	8	4	11	7	12	2	5
ENSMUSG00000098448	0	0	0	0	0	0	0	0
ENSMUSG00000098449	3	1	3	2	2	5	6	12
ENSMUSG00000098451	0	0	0	0	0	0	0	0
ENSMUSG00000098452	0	0	0	0	0	0	0	0
ENSMUSG00000098453	0	0	0	0	0	0	0	0
ENSMUSG00000098454	0	0	0	0	0	0	0	0
ENSMUSG00000098455	0	0	0	0	0	0	0	0
ENSMUSG00000098456	0	0	0	0	0	0	0	1
ENSMUSG00000098457	0	0	0	0	0	0	0	0
ENSMUSG00000098458	0	0	0	0	0	0	0	0
ENSMUSG00000098459	0	0	0	0	0	0	0	0
ENSMUSG00000098460	0	0	0	0	0	0	0	0
ENSMUSG00000098462	0	0	0	0	0	0	0	0
ENSMUSG00000098463	0	0	0	0	0	0	0	0
ENSMUSG00000098464	0	0	0	0	0	0	0	0
ENSMUSG00000098465	0	0	0	0	0	0	0	0
ENSMUSG00000098466	0	0	0	0	0	0	0	0
ENSMUSG00000098467	0	0	0	0	0	0	0	0
ENSMUSG00000098468	0	0	0	0	0	0	0	0
ENSMUSG00000098469	0	0	0	0	0	0	0	0
ENSMUSG00000098470	0	0	0	0	0	0	0	0
ENSMUSG00000098471	0	0	0	0	0	0	0	0
ENSMUSG00000098472	0	0	0	0	0	0	0	0
ENSMUSG00000098473	0	0	0	0	0	0	0	0
ENSMUSG00000098474	0	0	0	0	0	0	0	0
ENSMUSG00000098475	0	0	0	0	0	0	0	0
ENSMUSG00000098476	0	0	0	0	0	0	0	0
ENSMUSG00000098477	0	0	0	0	0	0	0	0
ENSMUSG00000098478	0	0	0	0	0	0	0	0
ENSMUSG00000098479	0	1	0	1	0	0	0	0
ENSMUSG00000098480	0	0	0	0	0	1	0	0
ENSMUSG00000098481	0	0	0	0	0	0	0	0
ENSMUSG00000098482	0	0	0	0	0	0	0	0
ENSMUSG00000098483	0	0	3	0	0	1	0	0
ENSMUSG00000098484	0	0	0	0	0	0	0	0
ENSMUSG00000098485	0	0	0	0	0	0	0	0
ENSMUSG00000098486	0	0	0	0	0	0	0	0
ENSMUSG00000098487	0	0	0	0	0	0	0	0
ENSMUSG00000098488	120	111	142	132	58	89	83	93
ENSMUSG00000098489	0	0	0	0	0	0	0	0
ENSMUSG00000098490	4	3	2	1	2	0	1	6
ENSMUSG00000098491	1	0	0	0	0	0	0	0
ENSMUSG00000098492	2	1	5	5	30	34	10	12
ENSMUSG00000098493	0	0	0	0	0	0	0	0
ENSMUSG00000098494	0	0	0	0	0	0	0	0
ENSMUSG00000098497	0	0	0	0	0	0	0	0
ENSMUSG00000098498	0	0	0	0	0	0	0	0
ENSMUSG00000098499	0	2	1	1	1	3	1	2
ENSMUSG00000098500	0	0	0	0	0	0	0	0
ENSMUSG00000098501	1	0	0	0	0	0	0	0
ENSMUSG00000098502	0	0	0	0	0	0	0	0
ENSMUSG00000098503	86	61	53	45	100	90	112	150
ENSMUSG00000098504	0	0	0	0	0	0	0	0
ENSMUSG00000098505	0	0	0	0	0	0	0	0
ENSMUSG00000098506	0	1	0	0	3	6	3	4
ENSMUSG00000098507	0	0	0	0	0	0	0	0
ENSMUSG00000098508	0	0	0	0	0	0	0	0
ENSMUSG00000098509	0	0	0	0	0	0	0	0
ENSMUSG00000098510	0	0	0	0	0	0	0	0
ENSMUSG00000098511	0	0	0	0	0	0	0	0
ENSMUSG00000098513	0	0	0	1	0	0	0	1
ENSMUSG00000098514	0	0	0	0	0	0	0	0
ENSMUSG00000098515	0	0	0	0	0	0	0	0
ENSMUSG00000098516	1	1	1	4	1	2	1	1
ENSMUSG00000098518	0	0	0	0	0	0	0	0
ENSMUSG00000098519	0	0	0	0	0	0	0	0
ENSMUSG00000098520	0	0	0	0	0	0	0	1
ENSMUSG00000098521	0	0	0	0	0	0	0	0
ENSMUSG00000098522	0	0	0	0	0	0	0	0
ENSMUSG00000098524	0	0	0	0	0	0	0	0
ENSMUSG00000098525	0	0	0	0	0	0	0	0
ENSMUSG00000098526	0	0	0	0	0	0	0	0
ENSMUSG00000098527	0	0	0	0	0	0	0	0
ENSMUSG00000098528	0	0	0	0	0	0	0	1
ENSMUSG00000098529	0	0	0	0	0	0	0	0
ENSMUSG00000098530	0	0	0	0	0	0	0	0
ENSMUSG00000098531	2	2	0	0	4	3	0	1
ENSMUSG00000098532	0	0	0	0	0	0	0	0
ENSMUSG00000098533	0	0	0	0	0	0	0	0
ENSMUSG00000098534	4	4	1	2	0	1	7	2
ENSMUSG00000098535	1	0	0	0	0	0	0	0
ENSMUSG00000098536	0	0	0	0	0	0	0	0
ENSMUSG00000098537	0	0	0	0	0	0	0	0
ENSMUSG00000098538	0	0	0	0	0	0	0	0
ENSMUSG00000098539	0	0	0	0	0	0	0	0
ENSMUSG00000098540	0	1	0	2	1	1	0	1
ENSMUSG00000098541	0	0	0	0	0	0	0	0
ENSMUSG00000098542	0	0	0	0	0	0	0	0
ENSMUSG00000098543	0	0	0	0	0	0	0	0
ENSMUSG00000098544	0	0	0	0	0	0	0	0
ENSMUSG00000098547	0	0	0	0	0	0	0	0
ENSMUSG00000098548	0	0	0	0	0	0	1	2
ENSMUSG00000098549	0	0	0	0	1	0	1	1
ENSMUSG00000098550	4	9	9	3	20	18	9	23
ENSMUSG00000098552	2	1	4	2	27	29	11	22
ENSMUSG00000098553	0	1	0	0	0	0	0	0
ENSMUSG00000098555	0	0	0	0	0	0	0	0
ENSMUSG00000098557	414	283	177	138	186	226	272	328
ENSMUSG00000098558	0	0	0	0	0	0	0	0
ENSMUSG00000098559	1	1	5	4	143	222	69	108
ENSMUSG00000098560	0	0	0	0	0	0	0	0
ENSMUSG00000098561	0	0	0	0	0	1	2	0
ENSMUSG00000098562	0	0	0	0	0	0	0	0
ENSMUSG00000098563	0	0	0	0	0	0	0	0
ENSMUSG00000098564	0	0	0	0	0	0	0	0
ENSMUSG00000098565	0	0	0	0	0	0	0	0
ENSMUSG00000098566	0	0	0	0	0	0	0	0
ENSMUSG00000098567	0	0	0	0	0	0	0	0
ENSMUSG00000098568	0	0	0	0	0	0	0	0
ENSMUSG00000098569	1	0	0	0	0	0	0	1
ENSMUSG00000098570	0	0	0	1	0	1	0	0
ENSMUSG00000098572	0	0	0	0	0	0	0	0
ENSMUSG00000098573	0	0	0	1	1	0	0	0
ENSMUSG00000098574	0	0	1	1	1	1	0	2
ENSMUSG00000098575	0	0	0	0	0	0	0	0
ENSMUSG00000098577	0	0	0	0	0	0	0	0
ENSMUSG00000098578	0	0	0	0	0	0	0	0
ENSMUSG00000098579	0	0	0	0	0	0	0	0
ENSMUSG00000098580	0	0	0	0	0	0	0	0
ENSMUSG00000098582	0	0	0	0	0	0	0	0
ENSMUSG00000098583	0	0	0	0	0	0	0	0
ENSMUSG00000098585	0	0	0	0	0	0	0	0
ENSMUSG00000098586	0	0	0	0	0	0	0	0
ENSMUSG00000098588	1	0	0	0	0	0	0	0
ENSMUSG00000098589	1	1	0	0	0	0	1	0
ENSMUSG00000098590	0	0	0	0	0	0	0	0
ENSMUSG00000098591	0	0	0	0	0	0	0	0
ENSMUSG00000098592	0	0	0	0	0	0	0	0
ENSMUSG00000098593	0	0	0	0	0	0	0	0
ENSMUSG00000098594	0	0	0	0	0	0	0	0
ENSMUSG00000098595	0	0	0	0	0	0	0	0
ENSMUSG00000098596	0	0	0	0	0	0	0	0
ENSMUSG00000098597	0	0	0	0	0	0	0	0
ENSMUSG00000098599	0	0	0	0	0	0	0	0
ENSMUSG00000098600	0	0	0	0	0	1	0	0
ENSMUSG00000098601	0	0	0	0	0	0	0	0
ENSMUSG00000098602	0	1	0	1	0	0	0	0
ENSMUSG00000098603	0	0	0	0	0	0	0	0
ENSMUSG00000098604	0	0	0	0	0	0	0	0
ENSMUSG00000098606	0	0	0	0	0	0	0	0
ENSMUSG00000098607	0	0	0	0	0	0	0	0
ENSMUSG00000098608	0	0	0	0	0	0	0	0
ENSMUSG00000098609	0	0	0	0	0	1	0	0
ENSMUSG00000098611	0	0	0	0	0	0	0	0
ENSMUSG00000098612	0	0	0	0	0	0	0	0
ENSMUSG00000098613	1	1	0	1	0	0	0	1
ENSMUSG00000098614	0	0	0	0	0	0	0	0
ENSMUSG00000098617	0	0	0	0	0	0	0	0
ENSMUSG00000098618	1	0	0	0	0	0	0	0
ENSMUSG00000098619	0	0	0	0	0	0	0	0
ENSMUSG00000098620	0	0	0	0	0	0	0	0
ENSMUSG00000098621	0	0	0	0	0	0	0	0
ENSMUSG00000098622	0	0	0	0	0	0	0	0
ENSMUSG00000098623	0	0	0	0	0	0	0	0
ENSMUSG00000098624	1	0	0	0	1	7	0	2
ENSMUSG00000098625	0	0	0	0	0	0	0	0
ENSMUSG00000098626	1	1	1	0	1	0	3	1
ENSMUSG00000098627	0	0	0	0	0	0	0	0
ENSMUSG00000098628	0	0	0	0	0	0	0	0
ENSMUSG00000098629	0	0	0	0	0	0	0	0
ENSMUSG00000098630	0	0	0	0	0	0	0	0
ENSMUSG00000098631	0	0	0	0	0	0	0	0
ENSMUSG00000098632	0	0	0	0	0	0	0	0
ENSMUSG00000098634	0	0	0	0	0	0	0	0
ENSMUSG00000098635	0	0	0	0	0	0	0	0
ENSMUSG00000098636	0	0	0	0	0	0	0	0
ENSMUSG00000098638	0	0	0	0	0	0	0	0
ENSMUSG00000098640	0	1	0	0	0	0	0	0
ENSMUSG00000098641	0	0	0	0	0	0	0	0
ENSMUSG00000098642	0	0	0	0	0	0	0	0
ENSMUSG00000098644	0	0	0	0	0	0	0	0
ENSMUSG00000098645	0	0	0	0	0	0	0	0
ENSMUSG00000098646	0	0	0	0	0	0	0	0
ENSMUSG00000098647	0	0	0	0	0	0	0	0
ENSMUSG00000098648	0	0	0	0	0	0	0	0
ENSMUSG00000098649	0	0	0	0	0	0	0	0
ENSMUSG00000098651	0	0	0	0	0	0	0	0
ENSMUSG00000098652	0	0	0	0	0	0	0	0
ENSMUSG00000098653	0	0	0	0	0	0	0	0
ENSMUSG00000098655	0	0	0	0	0	0	0	0
ENSMUSG00000098656	2	4	1	2	0	2	1	4
ENSMUSG00000098657	0	0	0	0	0	0	0	0
ENSMUSG00000098658	0	0	0	0	0	0	0	0
ENSMUSG00000098659	0	0	0	0	0	0	0	0
ENSMUSG00000098660	0	0	0	0	0	0	0	0
ENSMUSG00000098661	3	1	2	2	2	3	0	0
ENSMUSG00000098662	0	0	0	0	0	0	0	0
ENSMUSG00000098663	0	0	0	0	0	0	0	0
ENSMUSG00000098664	0	0	0	0	0	0	0	0
ENSMUSG00000098665	0	0	0	0	0	0	0	0
ENSMUSG00000098666	0	0	0	0	0	0	0	0
ENSMUSG00000098667	0	0	0	0	0	0	0	0
ENSMUSG00000098668	0	0	0	0	0	0	0	0
ENSMUSG00000098669	0	0	0	0	0	0	0	0
ENSMUSG00000098670	0	0	0	0	0	0	0	0
ENSMUSG00000098671	0	0	0	0	0	0	0	0
ENSMUSG00000098672	1	0	1	0	0	1	0	0
ENSMUSG00000098674	0	0	0	0	0	0	0	0
ENSMUSG00000098675	0	0	0	0	0	0	0	0
ENSMUSG00000098676	0	0	0	0	0	0	0	0
ENSMUSG00000098677	0	0	0	0	0	0	0	0
ENSMUSG00000098678	15	10	17	6	75	76	19	28
ENSMUSG00000098679	0	0	0	0	0	0	0	0
ENSMUSG00000098680	0	0	0	0	0	0	0	0
ENSMUSG00000098682	0	0	3	2	8	6	1	1
ENSMUSG00000098683	0	2	0	0	0	0	0	0
ENSMUSG00000098684	0	0	0	0	0	0	0	0
ENSMUSG00000098685	0	0	1	1	0	1	0	0
ENSMUSG00000098686	0	0	0	0	0	0	0	0
ENSMUSG00000098687	1	0	0	0	0	0	1	0
ENSMUSG00000098688	0	0	0	0	0	0	0	0
ENSMUSG00000098689	1	0	0	0	0	0	0	0
ENSMUSG00000098690	0	0	0	0	0	0	0	0
ENSMUSG00000098691	0	0	0	0	0	0	0	0
ENSMUSG00000098693	0	0	0	0	0	0	0	0
ENSMUSG00000098694	0	0	0	0	0	0	0	0
ENSMUSG00000098695	0	0	0	0	0	0	0	0
ENSMUSG00000098696	0	0	0	0	0	1	0	0
ENSMUSG00000098697	0	0	0	0	0	0	0	0
ENSMUSG00000098698	0	4	2	1	0	1	1	1
ENSMUSG00000098700	0	0	0	0	0	0	0	0
ENSMUSG00000098701	0	0	0	0	0	0	0	0
ENSMUSG00000098702	211	164	183	208	388	395	369	485
ENSMUSG00000098703	0	0	0	0	0	1	0	0
ENSMUSG00000098704	0	0	0	0	0	0	0	0
ENSMUSG00000098705	0	0	0	0	0	0	0	0
ENSMUSG00000098706	0	0	0	0	0	0	0	0
ENSMUSG00000098707	0	0	0	0	0	0	0	0
ENSMUSG00000098708	0	0	0	0	1	0	0	2
ENSMUSG00000098709	1	0	1	0	2	2	0	0
ENSMUSG00000098710	0	0	0	0	0	0	0	0
ENSMUSG00000098711	0	0	0	0	0	0	1	0
ENSMUSG00000098712	0	0	0	0	0	0	0	0
ENSMUSG00000098713	8	3	3	6	38	54	16	38
ENSMUSG00000098714	1	1	0	0	0	2	0	0
ENSMUSG00000098716	0	0	0	0	0	0	0	0
ENSMUSG00000098717	0	0	0	0	0	0	0	0
ENSMUSG00000098718	0	0	0	0	0	0	0	0
ENSMUSG00000098719	0	0	0	0	0	0	0	0
ENSMUSG00000098720	47	51	29	28	59	59	68	78
ENSMUSG00000098721	0	0	0	0	0	0	0	0
ENSMUSG00000098722	0	0	0	0	0	0	0	0
ENSMUSG00000098723	0	0	0	0	0	0	0	0
ENSMUSG00000098725	0	0	0	0	0	0	0	0
ENSMUSG00000098726	0	0	0	0	0	1	0	1
ENSMUSG00000098727	0	0	0	0	0	0	0	0
ENSMUSG00000098728	0	0	0	0	0	0	0	0
ENSMUSG00000098729	0	0	0	0	0	0	0	0
ENSMUSG00000098730	0	0	1	0	0	0	1	0
ENSMUSG00000098731	6	3	6	6	2	4	2	2
ENSMUSG00000098732	0	0	0	0	0	0	0	0
ENSMUSG00000098733	0	0	0	0	0	0	0	0
ENSMUSG00000098734	0	0	0	0	0	0	0	0
ENSMUSG00000098735	0	0	0	0	0	1	0	0
ENSMUSG00000098736	0	0	0	0	0	0	0	0
ENSMUSG00000098737	0	0	0	0	0	1	0	0
ENSMUSG00000098739	0	0	0	0	0	0	0	0
ENSMUSG00000098740	0	0	0	0	0	0	0	0
ENSMUSG00000098741	0	0	0	0	0	0	2	0
ENSMUSG00000098742	0	0	0	0	0	0	0	0
ENSMUSG00000098743	0	0	0	0	0	0	0	0
ENSMUSG00000098744	0	0	0	0	0	0	0	0
ENSMUSG00000098747	0	0	0	0	0	0	0	0
ENSMUSG00000098748	0	0	0	0	0	0	0	0
ENSMUSG00000098749	97	86	70	87	120	129	92	156
ENSMUSG00000098750	0	0	0	0	0	0	0	0
ENSMUSG00000098751	0	0	0	0	0	0	0	0
ENSMUSG00000098752	0	0	0	0	0	1	0	0
ENSMUSG00000098755	0	0	0	0	0	0	0	0
ENSMUSG00000098756	0	0	0	0	0	0	0	0
ENSMUSG00000098757	0	0	0	0	0	0	0	0
ENSMUSG00000098758	0	0	0	0	0	0	0	0
ENSMUSG00000098759	0	1	0	0	0	1	0	2
ENSMUSG00000098760	2	2	3	6	8	11	1	5
ENSMUSG00000098761	0	1	0	0	25	20	2	8
ENSMUSG00000098762	0	0	0	0	0	0	0	0
ENSMUSG00000098764	0	0	0	0	0	0	0	0
ENSMUSG00000098765	0	0	0	0	0	0	0	0
ENSMUSG00000098766	0	0	0	0	0	0	0	0
ENSMUSG00000098767	0	0	0	0	0	0	0	0
ENSMUSG00000098768	2	0	0	0	0	0	4	3
ENSMUSG00000098769	0	0	0	1	0	2	1	0
ENSMUSG00000098770	0	0	0	0	0	0	0	0
ENSMUSG00000098771	0	1	0	1	0	0	0	0
ENSMUSG00000098772	0	0	0	0	0	0	0	0
ENSMUSG00000098773	0	0	0	0	0	0	0	0
ENSMUSG00000098774	0	0	0	0	0	0	0	0
ENSMUSG00000098775	0	0	0	0	0	0	0	0
ENSMUSG00000098776	0	0	0	0	0	0	0	0
ENSMUSG00000098777	0	0	0	0	0	0	0	0
ENSMUSG00000098778	0	0	0	0	0	0	0	0
ENSMUSG00000098779	0	0	0	0	0	2	0	1
ENSMUSG00000098780	0	0	0	0	0	0	0	0
ENSMUSG00000098782	0	0	0	0	0	0	0	0
ENSMUSG00000098783	0	0	0	0	0	0	0	0
ENSMUSG00000098784	0	0	0	0	0	0	0	0
ENSMUSG00000098785	0	0	0	0	0	0	0	0
ENSMUSG00000098786	0	0	0	0	0	1	0	1
ENSMUSG00000098787	0	0	0	0	0	0	0	0
ENSMUSG00000098788	0	0	0	0	0	0	0	0
ENSMUSG00000098789	153	159	147	154	233	268	178	258
ENSMUSG00000098790	4	5	3	4	4	5	1	6
ENSMUSG00000098791	0	0	0	0	0	1	0	0
ENSMUSG00000098792	6	3	10	3	7	2	5	5
ENSMUSG00000098793	0	0	0	0	0	2	1	1
ENSMUSG00000098794	0	0	0	0	0	0	0	0
ENSMUSG00000098795	0	0	0	0	0	0	0	0
ENSMUSG00000098796	0	0	0	0	0	0	0	0
ENSMUSG00000098797	0	0	0	0	0	0	0	0
ENSMUSG00000098798	0	0	0	0	0	0	0	0
ENSMUSG00000098799	0	0	0	0	0	0	0	0
ENSMUSG00000098800	0	0	0	0	0	0	0	0
ENSMUSG00000098801	0	0	0	0	0	0	0	0
ENSMUSG00000098802	0	0	0	0	0	0	0	0
ENSMUSG00000098803	0	0	0	0	0	0	0	0
ENSMUSG00000098805	0	0	0	0	0	0	0	0
ENSMUSG00000098807	0	0	0	0	0	1	0	0
ENSMUSG00000098808	0	0	0	0	0	0	0	0
ENSMUSG00000098809	0	0	0	0	0	0	0	0
ENSMUSG00000098811	2	2	4	6	1	3	3	2
ENSMUSG00000098812	0	1	0	0	1	0	0	0
ENSMUSG00000098813	22	17	23	35	19	19	13	28
ENSMUSG00000098814	0	0	0	0	0	0	0	0
ENSMUSG00000098815	0	0	0	0	0	0	0	0
ENSMUSG00000098816	0	1	0	0	0	0	0	0
ENSMUSG00000098817	0	0	0	0	0	0	0	0
ENSMUSG00000098818	0	0	0	0	0	0	0	0
ENSMUSG00000098819	0	0	0	0	0	0	0	0
ENSMUSG00000098820	0	0	0	0	0	0	0	0
ENSMUSG00000098821	0	0	0	0	0	0	0	0
ENSMUSG00000098822	0	0	0	0	0	0	0	0
ENSMUSG00000098823	0	0	0	0	0	0	0	0
ENSMUSG00000098824	0	0	0	0	0	0	0	0
ENSMUSG00000098825	0	0	0	0	0	0	0	0
ENSMUSG00000098826	0	0	0	0	0	0	0	0
ENSMUSG00000098827	0	0	0	0	0	0	0	0
ENSMUSG00000098828	0	0	0	0	0	0	0	0
ENSMUSG00000098829	0	0	0	0	0	0	0	0
ENSMUSG00000098830	0	0	0	0	0	0	0	0
ENSMUSG00000098831	0	0	0	0	0	0	0	0
ENSMUSG00000098832	0	1	0	1	1	1	2	1
ENSMUSG00000098833	0	0	0	0	0	0	0	0
ENSMUSG00000098836	0	0	0	0	0	0	0	0
ENSMUSG00000098837	0	0	0	0	1	1	0	0
ENSMUSG00000098838	0	0	1	0	0	0	0	0
ENSMUSG00000098839	1	0	0	0	1	0	0	0
ENSMUSG00000098840	0	0	0	0	0	0	0	0
ENSMUSG00000098842	0	0	0	0	0	0	0	0
ENSMUSG00000098843	0	1	2	1	0	0	1	0
ENSMUSG00000098844	0	0	0	0	1	1	0	0
ENSMUSG00000098845	0	0	0	0	0	0	0	0
ENSMUSG00000098846	0	0	0	0	0	0	0	0
ENSMUSG00000098848	0	0	0	0	0	0	0	0
ENSMUSG00000098849	0	0	0	0	0	0	0	0
ENSMUSG00000098850	52	65	105	132	117	101	121	141
ENSMUSG00000098851	0	0	0	0	0	0	0	0
