p_val	avg_log2FC	pct.1	pct.2	p_val_adj	name	loci	tissue
0.651644777	-0.185811172	0.103	0.11	1	Rtel1	other	Somitic Mesoderm
0.651694542	-0.013467277	0.437	0.462	1	Thumpd1	other	Somitic Mesoderm
0.651748957	-0.003064214	0.17	0.159	1	Ext2	other	Somitic Mesoderm
0.651822165	0.018277205	0.287	0.274	1	Fbxl14	other	Somitic Mesoderm
0.651837603	0.050636002	0.287	0.278	1	Dhps	other	Somitic Mesoderm
0.65217751	0.06519354	0.094	0.104	1	Cant1	other	Somitic Mesoderm
0.65236451	0.154474917	0.205	0.199	1	Reps1	other	Somitic Mesoderm
0.652375986	0.221298186	0.009	0.012	1	Wnt9a	other	Somitic Mesoderm
0.652375986	0.25028846	0.009	0.012	1	Tgfbi	other	Somitic Mesoderm
0.652453085	-0.040055491	0.048	0.054	1	Gm14276	other	Somitic Mesoderm
0.65247499	-0.149534622	0.021	0.024	1	Zfp169	other	Somitic Mesoderm
0.652651389	-0.122763948	0.053	0.059	1	Bcl9l	other	Somitic Mesoderm
0.652674586	-0.089256056	0.039	0.044	1	Gm43445	other	Somitic Mesoderm
0.652799157	0.269738153	0.009	0.012	1	Gm45133	other	Somitic Mesoderm
0.652968737	0.32549866	0.03	0.026	1	Gm37179	other	Somitic Mesoderm
0.653079681	-0.005080979	0.163	0.176	1	Mmgt1	other	Somitic Mesoderm
0.65311289	-0.044073331	0.343	0.358	1	Kif11	other	Somitic Mesoderm
0.653113492	0.061517185	0.046	0.041	1	Vasn	other	Somitic Mesoderm
0.653249612	0.065144507	0.825	0.832	1	Glrx3	other	Somitic Mesoderm
0.653298243	0.245634143	0.014	0.011	1	Gm15687	other	Somitic Mesoderm
0.653298243	0.465064016	0.014	0.011	1	Syngr4	other	Somitic Mesoderm
0.653528193	0.074334487	0.046	0.052	1	Tmem151a	other	Somitic Mesoderm
0.653645834	0.345950675	0.009	0.012	1	Mfsd12	other	Somitic Mesoderm
0.653731803	0.07115983	0.046	0.052	1	Zfp763	other	Somitic Mesoderm
0.653843101	-0.287875103	0.037	0.042	1	Fam122b	other	Somitic Mesoderm
0.653930423	0.022175073	0.032	0.037	1	Ccdc102a	other	Somitic Mesoderm
0.653983349	0.478479937	0.034	0.03	1	Mib2	other	Somitic Mesoderm
0.65406934	0.326642708	0.009	0.012	1	Gm31683	other	Somitic Mesoderm
0.654118626	0.144351943	0.092	0.085	1	Ndrg3	other	Somitic Mesoderm
0.654228138	1.100754968	0.016	0.013	1	Ppm1e	other	Somitic Mesoderm
0.654279448	0.362324776	0.087	0.082	1	Gm49266	other	Somitic Mesoderm
0.654492958	0.218011866	0.009	0.012	1	D030028A08Rik	other	Somitic Mesoderm
0.654706125	-0.021261667	0.324	0.338	1	Eef1e1	other	Somitic Mesoderm
0.654729666	0.084758617	0.234	0.253	1	Polr2k	other	Somitic Mesoderm
0.654738691	0.055013263	0.989	0.978	1	Hnrnpm	other	Somitic Mesoderm
0.654784417	0.109128584	0.356	0.354	1	Cenpk	other	Somitic Mesoderm
0.654836261	0.036710084	0.784	0.775	1	Xrn2	other	Somitic Mesoderm
0.654916687	0.457814561	0.009	0.012	1	Csn3	other	Somitic Mesoderm
0.65503547	0.293878604	0.03	0.026	1	Spata33	other	Somitic Mesoderm
0.655111831	-0.161323385	0.269	0.275	1	Cdca7l	other	Somitic Mesoderm
0.655282253	-0.045934928	0.347	0.36	1	Sac3d1	other	Somitic Mesoderm
0.65536593	0.303827366	0.014	0.011	1	Gm6710	other	Somitic Mesoderm
0.65536593	0.344082429	0.014	0.011	1	Prr5l	other	Somitic Mesoderm
0.655369377	0.144694778	0.032	0.037	1	Hebp2	other	Somitic Mesoderm
0.655482384	0.019976756	0.253	0.272	1	Emb	other	Somitic Mesoderm
0.6555063	0.036459479	0.444	0.426	1	Phf6	other	Somitic Mesoderm
0.655534187	-0.165409198	0.028	0.032	1	Gm3081	other	Somitic Mesoderm
0.655606635	0.09815066	0.163	0.155	1	Rgs19	other	Somitic Mesoderm
0.655779786	0.316264789	0.014	0.011	1	Gm20075	other	Somitic Mesoderm
0.655850819	0.413230967	0.014	0.017	1	Neil1	other	Somitic Mesoderm
0.656193747	0.260352017	0.014	0.011	1	Cfap45	other	Somitic Mesoderm
0.656242433	0.127813306	0.062	0.056	1	Stxbp5	other	Somitic Mesoderm
0.656371265	-0.123347519	0.147	0.155	1	Atr	other	Somitic Mesoderm
0.656464686	0.074354187	0.343	0.338	1	Gmfb	other	Somitic Mesoderm
0.656528659	0.278202789	0.062	0.07	1	Traf3	other	Somitic Mesoderm
0.65669621	0.008862349	0.31	0.33	1	Rpp38	other	Somitic Mesoderm
0.656738431	0.052108666	0.161	0.152	1	Sec61a2	other	Somitic Mesoderm
0.657139076	0.032228779	0.276	0.263	1	Usp37	other	Somitic Mesoderm
0.657408307	0.087148936	0.471	0.468	1	Ppat	other	Somitic Mesoderm
0.65764649	0.950166464	0.016	0.013	1	Ccdc106	other	Somitic Mesoderm
0.657777472	0.372143331	0.12	0.116	1	1700052K11Rik	other	Somitic Mesoderm
0.657890653	0.101638192	0.2	0.191	1	Nosip	other	Somitic Mesoderm
0.657934604	0.053638363	0.159	0.17	1	Zfp334	other	Somitic Mesoderm
0.658067102	0.023160238	0.021	0.024	1	Usp27x	other	Somitic Mesoderm
0.658195815	-0.063603174	0.025	0.021	1	Plekhb2	other	Somitic Mesoderm
0.658350025	-0.190563357	0.103	0.11	1	Rgl2	other	Somitic Mesoderm
0.658477032	-0.167398446	0.122	0.129	1	Adpgk	other	Somitic Mesoderm
0.658575884	0.103291942	0.136	0.149	1	Abhd10	other	Somitic Mesoderm
0.658624063	0.315028418	0.03	0.026	1	Gm6276	other	Somitic Mesoderm
0.658679727	0.015972749	0.014	0.011	1	Platr14	other	Somitic Mesoderm
0.658699879	0.068277493	0.034	0.039	1	Tmem198b	other	Somitic Mesoderm
0.658735233	0.708428565	0.009	0.012	1	Akap6	other	Somitic Mesoderm
0.658743869	-0.109661212	0.044	0.049	1	Dcaf6	other	Somitic Mesoderm
0.658922562	-0.396907426	0.039	0.044	1	Ftx	other	Somitic Mesoderm
0.658966446	-0.034882536	0.145	0.156	1	Pgs1	other	Somitic Mesoderm
0.659016394	0.442509946	0.053	0.048	1	Nars2	other	Somitic Mesoderm
0.659094425	0.059709836	0.014	0.011	1	BC024063	other	Somitic Mesoderm
0.65942274	-0.3854388	0.016	0.019	1	Gm49207	other	Somitic Mesoderm
0.659438566	-0.004411171	0.313	0.325	1	Ldhb	other	Somitic Mesoderm
0.659457148	-0.006189634	0.607	0.635	1	Nop14	other	Somitic Mesoderm
0.65970034	0.015844235	0.708	0.683	1	Tcea1	other	Somitic Mesoderm
0.659717331	0.368032813	0.055	0.05	1	Pigv	other	Somitic Mesoderm
0.659763225	0.072341945	0.211	0.223	1	Tmem230	other	Somitic Mesoderm
0.659784776	0.450712094	0.037	0.033	1	Tctn2	other	Somitic Mesoderm
0.660188197	-0.017549753	0.028	0.032	1	Gm16385	other	Somitic Mesoderm
0.660272752	0.074663173	0.172	0.164	1	Haus2	other	Somitic Mesoderm
0.660391983	-0.032893083	0.053	0.047	1	Gm43813	other	Somitic Mesoderm
0.660440469	-0.213463806	0.048	0.053	1	Wscd1	other	Somitic Mesoderm
0.660584131	0.114026815	0.074	0.082	1	Ranbp17	other	Somitic Mesoderm
0.660656464	0.17211373	0.032	0.037	1	Dnajc16	other	Somitic Mesoderm
0.660786787	0.061669719	0.028	0.024	1	Gm7993	other	Somitic Mesoderm
0.660955725	-0.074504871	0.333	0.348	1	Sf3a2	other	Somitic Mesoderm
0.661006451	-0.114014645	0.062	0.068	1	Ppard	other	Somitic Mesoderm
0.661201127	0.300756217	0.025	0.03	1	mt-Nd4l	other	Somitic Mesoderm
0.661389885	0.172746817	0.03	0.026	1	Rtn4ip1	other	Somitic Mesoderm
0.661443086	0.18919839	0.103	0.097	1	Rit1	other	Somitic Mesoderm
0.661550712	0.089795915	0.205	0.197	1	Mfap1a	other	Somitic Mesoderm
0.661790368	-0.053991092	0.037	0.042	1	Adam30	other	Somitic Mesoderm
0.661844869	0.110826782	0.041	0.047	1	Gm20721	other	Somitic Mesoderm
0.661913336	0.371199427	0.057	0.053	1	Lyrm1	other	Somitic Mesoderm
0.66200024	-0.052483553	0.014	0.011	1	Tceal3	other	Somitic Mesoderm
0.66203831	-0.001835868	0.336	0.353	1	Ddrgk1	other	Somitic Mesoderm
0.662284886	0.025327355	0.129	0.139	1	Exoc6b	other	Somitic Mesoderm
0.662390925	0.133442806	0.115	0.108	1	Dhx33	other	Somitic Mesoderm
0.662744588	-0.597729718	0.025	0.029	1	Casp7	other	Somitic Mesoderm
0.662863445	0.01340349	0.159	0.171	1	Cgrrf1	other	Somitic Mesoderm
0.662912877	-0.329703846	0.016	0.019	1	Gm48621	other	Somitic Mesoderm
0.663298203	0.053707704	0.028	0.032	1	Zfp382	other	Somitic Mesoderm
0.663381416	-0.016563249	0.278	0.295	1	Peli2	other	Somitic Mesoderm
0.663387181	-0.047996683	0.147	0.157	1	B930036N10Rik	other	Somitic Mesoderm
0.663570319	-0.260789473	0.03	0.034	1	Capza1-ps1	other	Somitic Mesoderm
0.664078946	-0.269306953	0.014	0.011	1	2210406O10Rik	other	Somitic Mesoderm
0.664321868	0.218256799	0.113	0.107	1	B4gat1	other	Somitic Mesoderm
0.664608351	0.0395634	0.078	0.086	1	Gm4742	other	Somitic Mesoderm
0.665075805	0.023883384	0.094	0.103	1	Neto2	other	Somitic Mesoderm
0.665183303	0.036881971	0.17	0.181	1	Fgfr1op	other	Somitic Mesoderm
0.66530202	-0.06385132	0.122	0.13	1	2610037D02Rik	other	Somitic Mesoderm
0.665428711	-0.103434566	0.17	0.179	1	Dleu2	other	Somitic Mesoderm
0.665477658	0.140780337	0.198	0.193	1	Mpst	other	Somitic Mesoderm
0.665524536	0.048197781	0.29	0.279	1	Scaf1	other	Somitic Mesoderm
0.665661979	-0.026664332	0.434	0.437	1	Ttc14	other	Somitic Mesoderm
0.665839808	0.353362889	0.039	0.035	1	Vps37c	other	Somitic Mesoderm
0.665892493	-0.166320052	0.037	0.042	1	Fbxo46	other	Somitic Mesoderm
0.66592705	-0.028204401	0.156	0.165	1	Rbbp9	other	Somitic Mesoderm
0.66602979	0.075595231	0.057	0.052	1	Gm15387	other	Somitic Mesoderm
0.6661597	-0.120063023	0.154	0.162	1	Rnf41	other	Somitic Mesoderm
0.666218456	-0.002232699	0.083	0.09	1	Snx19	other	Somitic Mesoderm
0.666244464	-0.252051029	0.062	0.067	1	Sgtb	other	Somitic Mesoderm
0.666424513	0.033730225	0.416	0.395	1	Casc3	other	Somitic Mesoderm
0.666512051	0.014568788	0.161	0.151	1	2700099C18Rik	other	Somitic Mesoderm
0.666526556	-0.083193682	0.175	0.183	1	Lrch3	other	Somitic Mesoderm
0.666546125	-0.11912559	0.214	0.223	1	Zfx	other	Somitic Mesoderm
0.666797006	0.504176883	0.016	0.013	1	Gm43511	other	Somitic Mesoderm
0.666797006	0.468324576	0.016	0.013	1	Gstk1	other	Somitic Mesoderm
0.66688037	0.069640903	0.09	0.098	1	Ric1	other	Somitic Mesoderm
0.667182417	-0.106863846	0.195	0.205	1	Gm17092	other	Somitic Mesoderm
0.667298611	-0.016276477	0.205	0.192	1	Septin10	other	Somitic Mesoderm
0.667333952	0.185649837	0.034	0.03	1	Alg12	other	Somitic Mesoderm
0.667455664	0.009290913	0.648	0.658	1	Gm2000	other	Somitic Mesoderm
0.667527504	0.152220236	0.103	0.097	1	Gm46432	other	Somitic Mesoderm
0.667671799	-0.016936041	0.147	0.156	1	Prim2	other	Somitic Mesoderm
0.667733164	0.01918969	0.145	0.136	1	D130058E05Rik	other	Somitic Mesoderm
0.66784958	0.190768154	0.034	0.03	1	Gm45073	other	Somitic Mesoderm
0.667944349	0.372230768	0.016	0.013	1	Gm43178	other	Somitic Mesoderm
0.668078375	-0.348525529	0.016	0.019	1	Zfp619	other	Somitic Mesoderm
0.668078375	-0.223085629	0.016	0.019	1	Nt5dc3	other	Somitic Mesoderm
0.668107078	0.003275702	0.343	0.36	1	Trim37	other	Somitic Mesoderm
0.668212779	0.187520041	0.099	0.093	1	Ccser2	other	Somitic Mesoderm
0.668255366	-0.010587061	0.876	0.863	1	Cdc37	other	Somitic Mesoderm
0.668385864	-0.020177183	0.138	0.148	1	Gm8692	other	Somitic Mesoderm
0.668418413	0.164839784	0.021	0.024	1	Relb	other	Somitic Mesoderm
0.668709676	0.479135958	0.016	0.013	1	Gm47481	other	Somitic Mesoderm
0.669139336	0.385717416	0.034	0.03	1	Nxt2	other	Somitic Mesoderm
0.669384835	-0.04607406	0.147	0.157	1	Cers5	other	Somitic Mesoderm
0.66945945	-0.119879334	0.11	0.118	1	Ssh1	other	Somitic Mesoderm
0.669600049	0.03393675	0.566	0.563	1	Mrps5	other	Somitic Mesoderm
0.669661579	0.410694824	0.044	0.039	1	Gm38082	other	Somitic Mesoderm
0.669684397	0.09521623	0.048	0.054	1	Zkscan14	other	Somitic Mesoderm
0.669748037	-0.201641063	0.016	0.019	1	Ncoa4	other	Somitic Mesoderm
0.669872872	0.041156142	0.766	0.735	1	Tomm40	other	Somitic Mesoderm
0.669918696	0.285725154	0.046	0.042	1	C230085N15Rik	other	Somitic Mesoderm
0.670081836	0.180517477	0.097	0.09	1	Ubxn2b	other	Somitic Mesoderm
0.670165098	0.046929383	0.124	0.116	1	Snx15	other	Somitic Mesoderm
0.670311359	-0.093079858	0.108	0.116	1	Pdpr	other	Somitic Mesoderm
0.670491298	0.343636004	0.037	0.033	1	Gulp1	other	Somitic Mesoderm
0.670536329	0.439629059	0.067	0.062	1	Tmem80	other	Somitic Mesoderm
0.670600825	0.210670092	0.083	0.092	1	Pacc1	other	Somitic Mesoderm
0.67075062	-0.117315867	0.016	0.019	1	Eid3	other	Somitic Mesoderm
0.670769303	0.063638041	0.538	0.545	1	Eif4e	other	Somitic Mesoderm
0.670799616	0.006199478	0.097	0.105	1	Spryd4	other	Somitic Mesoderm
0.671007721	0.371482883	0.016	0.013	1	Fbxl12os	other	Somitic Mesoderm
0.671101295	0.818097745	0.018	0.016	1	Gm38012	other	Somitic Mesoderm
0.671457605	0.682637332	0.018	0.016	1	Kremen1	other	Somitic Mesoderm
0.671498959	-0.047878734	0.191	0.203	1	Ddi2	other	Somitic Mesoderm
0.671689166	-0.129413402	0.122	0.13	1	Hint3	other	Somitic Mesoderm
0.671774421	0.333342258	0.016	0.013	1	Tmem86b	other	Somitic Mesoderm
0.671774421	0.442800195	0.016	0.013	1	Gm45555	other	Somitic Mesoderm
0.671774421	0.170056672	0.016	0.013	1	Olfr889	other	Somitic Mesoderm
0.67190662	-0.000197314	0.995	0.996	1	Eef1g	other	Somitic Mesoderm
0.672088308	0.020535201	0.016	0.019	1	Gm8925	other	Somitic Mesoderm
0.672162678	0.085724576	0.168	0.18	1	Tpst1	other	Somitic Mesoderm
0.6721829	-0.001047454	0.416	0.406	1	Ndufaf4	other	Somitic Mesoderm
0.672526978	0.772653803	0.018	0.016	1	E230020A03Rik	other	Somitic Mesoderm
0.672614182	0.238920572	0.039	0.035	1	Gm8494	other	Somitic Mesoderm
0.672659214	0.064500127	0.094	0.102	1	Zswim4	other	Somitic Mesoderm
0.6726622	0.026664314	0.253	0.242	1	Polr3g	other	Somitic Mesoderm
0.672671971	0.322165068	0.06	0.055	1	Gpr137b	other	Somitic Mesoderm
0.67272818	-0.136467341	0.023	0.027	1	Mknk1	other	Somitic Mesoderm
0.673015099	-0.086602658	0.214	0.222	1	Ago1	other	Somitic Mesoderm
0.67313576	-0.018474797	0.924	0.928	1	Dut	other	Somitic Mesoderm
0.673374146	-0.127140078	0.048	0.053	1	H4f16	other	Somitic Mesoderm
0.673465132	0.092627415	0.262	0.255	1	Bcl7b	other	Somitic Mesoderm
0.673497546	-0.147066109	0.113	0.119	1	Eif4e3	other	Somitic Mesoderm
0.673682526	0.054544613	0.91	0.915	1	Zc3h15	other	Somitic Mesoderm
0.673692666	0.403666159	0.016	0.013	1	Camk1g	other	Somitic Mesoderm
0.673692666	0.279403583	0.016	0.013	1	Epm2a	other	Somitic Mesoderm
0.674001717	-0.004515189	0.499	0.511	1	Ergic3	other	Somitic Mesoderm
0.674037511	0.149426152	0.131	0.125	1	1700017B05Rik	other	Somitic Mesoderm
0.674096788	0.915461806	0.021	0.018	1	Gm42995	other	Somitic Mesoderm
0.674096788	0.050916646	0.016	0.019	1	Zfp956	other	Somitic Mesoderm
0.674096788	-0.074676619	0.016	0.019	1	Herc3	other	Somitic Mesoderm
0.674431761	-0.192352497	0.016	0.019	1	Ripply2	other	Somitic Mesoderm
0.67445072	-0.120858576	0.03	0.026	1	Pomc	other	Somitic Mesoderm
0.67448861	0.014734091	0.14	0.151	1	Nploc4	other	Somitic Mesoderm
0.674490875	-0.634870122	0.011	0.014	1	Adcy3	other	Somitic Mesoderm
0.674511994	-0.00121329	0.743	0.755	1	Fam104a	other	Somitic Mesoderm
0.67456718	-0.026796498	0.264	0.277	1	Klhdc10	other	Somitic Mesoderm
0.674766795	0.039016759	0.016	0.019	1	Zfp563	other	Somitic Mesoderm
0.674782742	0.274342086	0.053	0.048	1	Itsn2	other	Somitic Mesoderm
0.67480242	-0.017436521	0.651	0.659	1	Zfp207	other	Somitic Mesoderm
0.674896665	0.04382354	0.379	0.371	1	Aars	other	Somitic Mesoderm
0.674993201	0.214504764	0.037	0.033	1	Csrnp3	other	Somitic Mesoderm
0.675558065	-0.466966986	0.025	0.029	1	Csgalnact2	other	Somitic Mesoderm
0.675749802	-0.127046253	0.136	0.143	1	Marf1	other	Somitic Mesoderm
0.675792081	0.209772306	0.064	0.059	1	Uggt2	other	Somitic Mesoderm
0.67583491	-0.234566421	0.039	0.044	1	Ubash3b	other	Somitic Mesoderm
0.675903653	-0.089715108	0.03	0.034	1	Gm11713	other	Somitic Mesoderm
0.67607687	0.120738424	0.315	0.314	1	Mrpl48	other	Somitic Mesoderm
0.676147339	0.15469002	0.175	0.166	1	Dnal4	other	Somitic Mesoderm
0.676469894	0.006932787	0.152	0.162	1	Usp33	other	Somitic Mesoderm
0.676527349	-0.077031863	0.494	0.506	1	Ruvbl1	other	Somitic Mesoderm
0.676589196	0.009089464	0.237	0.25	1	Orc3	other	Somitic Mesoderm
0.676661631	-0.054887155	0.03	0.034	1	Gm5870	other	Somitic Mesoderm
0.676708985	0.108614688	0.094	0.102	1	F11r	other	Somitic Mesoderm
0.676712258	-0.025323139	0.818	0.827	1	Ddx46	other	Somitic Mesoderm
0.676778376	0.872702386	0.021	0.018	1	Gm37194	other	Somitic Mesoderm
0.676843543	-0.579436263	0.011	0.014	1	Gm43544	other	Somitic Mesoderm
0.676863504	0.346738952	0.067	0.062	1	Cyfip2	other	Somitic Mesoderm
0.676905473	0.284642989	0.092	0.087	1	Csnk2a3	other	Somitic Mesoderm
0.677104385	0.017753869	0.966	0.98	1	Pcbp2	other	Somitic Mesoderm
0.67712962	0.023057639	0.152	0.162	1	Mylip	other	Somitic Mesoderm
0.677535517	0.169820982	0.016	0.013	1	Gm14124	other	Somitic Mesoderm
0.677618476	0.082467965	0.568	0.554	1	Ckap4	other	Somitic Mesoderm
0.677654604	0.274203978	0.205	0.197	1	Gfod2	other	Somitic Mesoderm
0.677785031	0.158548377	0.016	0.019	1	Wdr46-ps	other	Somitic Mesoderm
0.67782475	-0.429987204	0.011	0.014	1	Gm16124	other	Somitic Mesoderm
0.678075413	0.224783312	0.214	0.211	1	Gatd1	other	Somitic Mesoderm
0.678129808	0.209830893	0.062	0.057	1	Rfxank	other	Somitic Mesoderm
0.678167599	0.164287841	0.067	0.062	1	Taf8	other	Somitic Mesoderm
0.678320904	-0.064296859	0.085	0.092	1	Tmem243	other	Somitic Mesoderm
0.678631131	0.130988551	0.152	0.163	1	Rab4b	other	Somitic Mesoderm
0.678684503	0.109895677	0.03	0.034	1	Lrrc32	other	Somitic Mesoderm
0.679011589	0.313426044	0.076	0.071	1	Gm13680	other	Somitic Mesoderm
0.679112795	0.135423489	0.159	0.153	1	Pcid2	other	Somitic Mesoderm
0.679284221	-0.015172189	0.023	0.027	1	Gm37653	other	Somitic Mesoderm
0.679293046	0.200237515	0.044	0.039	1	Sumf1	other	Somitic Mesoderm
0.679319735	-0.010385539	0.032	0.028	1	Gm21781	other	Somitic Mesoderm
0.679346718	0.25173509	0.06	0.055	1	Pip4k2c	other	Somitic Mesoderm
0.679387167	3.57E-06	0.223	0.238	1	Nphp1	other	Somitic Mesoderm
0.679464068	0.763092571	0.021	0.018	1	4930579K19Rik	other	Somitic Mesoderm
0.679528757	-0.128395039	0.039	0.044	1	Ina	other	Somitic Mesoderm
0.679569822	0.146224204	0.023	0.027	1	E130311K13Rik	other	Somitic Mesoderm
0.679586578	-0.070885087	0.156	0.165	1	Zfp423	other	Somitic Mesoderm
0.679816237	-0.024671519	0.17	0.181	1	Nek9	other	Somitic Mesoderm
0.679831468	0.012442078	0.253	0.24	1	Praf2	other	Somitic Mesoderm
0.679859256	0.271087487	0.101	0.096	1	1810044D09Rik	other	Somitic Mesoderm
0.679909871	-0.028802703	0.152	0.162	1	Bcr	other	Somitic Mesoderm
0.679960009	0.013290796	0.377	0.397	1	Phactr4	other	Somitic Mesoderm
0.680018369	0.231458423	0.122	0.116	1	Capza1	other	Somitic Mesoderm
0.680074808	0.19399753	0.124	0.119	1	C87436	other	Somitic Mesoderm
0.680519287	0.060559844	0.644	0.63	1	Arl6ip1	other	Somitic Mesoderm
0.680735897	0.141397766	0.149	0.142	1	Ints4	other	Somitic Mesoderm
0.680810335	0.06222437	0.138	0.148	1	Dnajb14	other	Somitic Mesoderm
0.680943802	0.051189546	0.772	0.778	1	Txnrd1	other	Somitic Mesoderm
0.681046298	0.11342953	0.053	0.048	1	Pdp2	other	Somitic Mesoderm
0.681057165	-0.197187113	0.083	0.088	1	Tubgcp4	other	Somitic Mesoderm
0.681114663	-0.691155836	0.028	0.031	1	Ctif	other	Somitic Mesoderm
0.681126956	-0.056360911	0.055	0.061	1	Xndc1	other	Somitic Mesoderm
0.681144697	0.477503424	0.016	0.019	1	Lpl	other	Somitic Mesoderm
0.681253252	0.026171457	0.966	0.961	1	Rbm39	other	Somitic Mesoderm
0.681302084	0.026485316	0.834	0.817	1	Hnrnpr	other	Somitic Mesoderm
0.681344203	0.054476536	0.301	0.294	1	Rcl1	other	Somitic Mesoderm
0.681417545	0.384937095	0.062	0.058	1	Pot1b	other	Somitic Mesoderm
0.681563393	0.209789808	0.113	0.107	1	Asxl3	other	Somitic Mesoderm
0.681666537	-0.160436694	0.097	0.103	1	H2ac20	other	Somitic Mesoderm
0.681747619	0.715435577	0.044	0.04	1	E2f2	other	Somitic Mesoderm
0.681939937	-0.310996854	0.053	0.058	1	Plekhg3	other	Somitic Mesoderm
0.682142295	0.029684213	0.023	0.027	1	Kank3	other	Somitic Mesoderm
0.682340098	0.080716913	0.255	0.248	1	Ift22	other	Somitic Mesoderm
0.682341172	-0.194773126	0.129	0.134	1	Cyb5r4	other	Somitic Mesoderm
0.682345346	-0.222585182	0.011	0.014	1	Gm50405	other	Somitic Mesoderm
0.682717894	0.10602509	0.356	0.353	1	Gna11	other	Somitic Mesoderm
0.682826909	0.199424805	0.016	0.019	1	Pcdhga2	other	Somitic Mesoderm
0.682898137	0.430268202	0.018	0.016	1	Pisd-ps2	other	Somitic Mesoderm
0.682898137	0.234602542	0.018	0.016	1	Jakmip2	other	Somitic Mesoderm
0.682977385	0.140901946	0.101	0.095	1	Dchs1	other	Somitic Mesoderm
0.683132874	0.090898034	0.156	0.148	1	E530011L22Rik	other	Somitic Mesoderm
0.683163541	0.660413121	0.021	0.018	1	Kyat1	other	Somitic Mesoderm
0.683371796	0.028638573	0.485	0.467	1	Ncbp1	other	Somitic Mesoderm
0.683436225	0.366319282	0.018	0.016	1	P2rx4	other	Somitic Mesoderm
0.683508537	0.057987109	0.283	0.277	1	Ppme1	other	Somitic Mesoderm
0.683526515	-0.140628367	0.011	0.014	1	Gm27365	other	Somitic Mesoderm
0.683554728	0.176015843	0.133	0.128	1	Rnaseh1	other	Somitic Mesoderm
0.683811435	0.0404507	0.377	0.398	1	Rcor2	other	Somitic Mesoderm
0.683906681	-0.085171271	0.018	0.021	1	Gm17435	other	Somitic Mesoderm
0.683992955	-0.119999342	0.09	0.096	1	AI597479	other	Somitic Mesoderm
0.684256205	-0.068960384	0.191	0.199	1	Rbm19	other	Somitic Mesoderm
0.684314393	0.039954054	0.011	0.014	1	Gm43029	other	Somitic Mesoderm
0.684379658	-0.22076029	0.202	0.207	1	Ercc6l	other	Somitic Mesoderm
0.684566616	0.226899917	0.06	0.055	1	Nkapl	other	Somitic Mesoderm
0.684677012	-0.178345635	0.041	0.046	1	Gm48796	other	Somitic Mesoderm
0.684692402	0.349770838	0.018	0.016	1	Rims3	other	Somitic Mesoderm
0.684847646	0.613520037	0.021	0.018	1	Zxdb	other	Somitic Mesoderm
0.685047488	0.404791821	0.069	0.064	1	Gm48582	other	Somitic Mesoderm
0.685051469	0.363549996	0.018	0.016	1	Snx25	other	Somitic Mesoderm
0.685163275	-0.086583046	0.285	0.292	1	Nadk	other	Somitic Mesoderm
0.685166494	0.07185037	0.037	0.042	1	Gm37943	other	Somitic Mesoderm
0.685189891	0.008200834	0.152	0.143	1	Stk3	other	Somitic Mesoderm
0.685702266	-0.017119764	0.039	0.044	1	Inpp5b	other	Somitic Mesoderm
0.685769813	0.419423574	0.018	0.016	1	Gm49413	other	Somitic Mesoderm
0.685784673	-0.104945498	0.03	0.026	1	Oser1	other	Somitic Mesoderm
0.685813479	-0.079803891	0.131	0.139	1	Zbtb37	other	Somitic Mesoderm
0.685891198	0.037249102	0.156	0.148	1	Tvp23b	other	Somitic Mesoderm
0.686063035	-0.043801525	0.085	0.092	1	Naaa	other	Somitic Mesoderm
0.68608669	0.040003158	0.257	0.251	1	Mrps33	other	Somitic Mesoderm
0.686221385	-0.092604149	0.085	0.092	1	Elmo2	other	Somitic Mesoderm
0.686262563	-0.246824557	0.025	0.029	1	Elac1	other	Somitic Mesoderm
0.686285584	-0.034647387	0.011	0.014	1	Zdhhc24	other	Somitic Mesoderm
0.686323832	0.135569468	0.301	0.299	1	Ccdc85b	other	Somitic Mesoderm
0.686347345	0.182239241	0.101	0.11	1	Washc1	other	Somitic Mesoderm
0.686405844	-0.227257375	0.016	0.013	1	Gm5819	other	Somitic Mesoderm
0.686449359	0.254628132	0.106	0.101	1	Cipc	other	Somitic Mesoderm
0.686461001	0.185227813	0.071	0.066	1	Iqgap3	other	Somitic Mesoderm
0.686510671	-0.061289077	0.214	0.224	1	Diaph1	other	Somitic Mesoderm
0.686544914	0.054598086	0.03	0.034	1	Gprc5b	other	Somitic Mesoderm
0.686657517	0.059274936	0.262	0.277	1	Limd1	other	Somitic Mesoderm
0.686802783	0.022436999	0.037	0.033	1	Cxxc4	other	Somitic Mesoderm
0.686841176	0.189759814	0.11	0.119	1	Lipt2	other	Somitic Mesoderm
0.687011505	0.042805752	0.8	0.804	1	Ndufb2	other	Somitic Mesoderm
0.687074665	-0.080069357	0.011	0.014	1	Lrrc73	other	Somitic Mesoderm
0.687146168	-0.022479208	0.14	0.15	1	Hspg2	other	Somitic Mesoderm
0.687208024	0.443134384	0.021	0.018	1	Gm12251	other	Somitic Mesoderm
